V1,V5,V6,V8,V14,V15,V17,V18,V19,V20,V21,V22,Class
226.0,0.0,5.0,2,2,0,2,0,0,42.0,165.0,19,1
226.0,9.0,16.0,2,2,0,1,0,0,25.0,232.0,19,1
226.0,2.0,9.0,2,0,0,0,1,0,77.0,68.0,19,1
227.0,5.0,9.0,2,2,0,0,0,0,60.0,40.0,19,1
227.0,12.0,16.0,2,2,0,2,1,1,11.0,43.0,19,1
227.0,3.0,8.0,2,2,0,2,0,0,1.0,78.0,19,1
227.0,2.0,5.0,2,0,0,1,1,1,38.0,255.0,19,1
228.0,11.0,22.0,2,0,0,1,1,1,14.0,65.0,19,1
229.0,4.0,8.0,2,2,0,2,0,0,10.0,78.0,19,1
229.0,9.0,39.0,2,2,0,2,1,1,10.0,2.0,19,1
229.0,7.0,15.0,2,0,0,0,1,1,19.0,61.0,19,1
229.0,10.0,27.0,2,0,0,2,0,0,193.0,30.0,19,1
229.0,15.0,39.0,2,0,0,2,1,1,225.0,2.0,19,1
230.0,10.0,39.0,2,2,0,2,1,1,6.0,2.0,19,1
230.0,6.0,9.0,2,2,0,0,0,0,5.0,40.0,19,1
230.0,9.0,17.0,2,0,0,2,1,1,112.0,2.0,19,1
230.0,0.0,7.0,2,0,0,1,0,0,9.0,1.0,19,1
231.0,2.0,26.0,2,0,0,2,0,0,114.0,30.0,19,1
231.0,1.0,4.0,2,0,0,2,1,1,24.0,7.0,19,1
232.0,11.0,17.0,2,2,0,2,1,1,48.0,2.0,19,1
232.0,29.0,39.0,2,2,0,2,1,1,169.0,2.0,19,1
232.0,8.0,12.0,2,2,0,1,0,0,169.0,86.0,19,1
234.0,15.0,39.0,2,2,0,2,1,1,36.0,2.0,19,1
234.0,5.0,18.0,2,2,0,2,1,1,36.0,76.0,19,1
234.0,12.0,17.0,2,0,0,2,1,1,132.0,2.0,19,1
235.0,7.0,9.0,2,2,0,2,0,0,54.0,1.0,19,1
235.0,4.0,8.0,2,2,0,0,1,0,40.0,3.0,19,1
235.0,0.0,4.0,2,2,0,2,1,1,44.0,7.0,19,1
235.0,3.0,8.0,2,2,0,2,0,0,44.0,6.0,19,1
235.0,3.0,9.0,2,0,0,2,0,0,76.0,13.0,19,1
236.0,3.0,16.0,2,0,0,2,1,1,67.0,43.0,19,1
236.0,2.0,16.0,2,0,0,2,1,1,12.0,43.0,19,1
236.0,5.0,9.0,2,0,0,2,0,0,12.0,1.0,19,1
237.0,1.0,9.0,2,2,0,0,0,0,30.0,2.0,19,1
237.0,19.0,39.0,2,0,0,2,1,1,14.0,2.0,19,1
237.0,7.0,17.0,2,0,0,2,1,0,14.0,98.0,19,1
237.0,5.0,16.0,2,0,0,2,1,1,123.0,43.0,19,1
238.0,2.0,11.0,2,2,0,1,1,0,295.0,281.0,19,1
238.0,2.0,12.0,2,2,0,2,0,0,295.0,1.0,19,1
238.0,5.0,30.0,2,0,0,1,1,1,96.0,335.0,9,1
238.0,0.0,10.0,2,0,0,1,0,0,113.0,86.0,19,1
238.0,34.0,39.0,2,0,0,2,1,1,113.0,2.0,19,1
239.0,5.0,9.0,2,2,0,2,0,0,30.0,9.0,19,1
239.0,1.0,12.0,2,1,0,1,0,0,2.0,35.0,19,1
240.0,8.0,16.0,2,2,0,2,1,1,77.0,43.0,19,1
241.0,10.0,39.0,2,2,0,2,1,1,246.0,2.0,19,1
241.0,8.0,39.0,2,2,0,2,1,1,246.0,2.0,19,1
241.0,31.0,39.0,2,2,0,2,1,1,171.0,2.0,19,1
241.0,9.0,12.0,2,2,0,1,0,0,171.0,86.0,19,1
241.0,5.0,8.0,2,2,0,2,0,0,41.0,78.0,19,1
241.0,4.0,39.0,2,2,0,2,1,1,133.0,2.0,19,1
243.0,0.0,11.0,2,2,0,1,1,0,8.0,281.0,19,1
243.0,0.0,12.0,2,2,0,2,0,0,8.0,1.0,19,1
243.0,0.0,4.0,2,2,0,1,0,0,8.0,276.0,19,1
243.0,0.0,8.0,2,2,0,2,1,1,8.0,43.0,19,1
243.0,11.0,16.0,2,2,0,2,1,0,8.0,44.0,19,1
243.0,2.0,16.0,2,2,0,1,1,1,8.0,174.0,19,1
243.0,2.0,8.0,2,2,0,0,1,0,8.0,3.0,19,1
244.0,10.0,17.0,2,2,0,2,0,0,3.0,11.0,19,1
244.0,1.0,18.0,2,0,0,2,1,1,4.0,2.0,19,1
244.0,2.0,9.0,2,0,0,2,0,0,4.0,9.0,19,1
244.0,12.0,16.0,2,0,0,2,1,0,90.0,44.0,19,1
244.0,1.0,39.0,2,0,0,2,1,1,10.0,2.0,19,1
244.0,1.0,9.0,2,0,0,2,0,0,37.0,9.0,19,1
245.0,13.0,17.0,2,0,0,2,1,1,93.0,2.0,19,1
246.0,1.0,9.0,2,2,0,0,1,0,22.0,68.0,19,1
246.0,5.0,26.0,2,0,0,2,0,0,174.0,30.0,19,1
246.0,25.0,39.0,2,0,0,2,1,1,88.0,2.0,19,1
246.0,4.0,12.0,2,0,0,1,0,0,88.0,86.0,19,1
247.0,7.0,39.0,2,2,0,2,1,1,205.0,2.0,19,1
248.0,6.0,27.0,2,2,0,2,1,1,177.0,303.0,15,1
248.0,0.0,17.0,2,2,0,2,0,0,2.0,11.0,19,1
248.0,11.0,16.0,2,2,0,1,0,0,2.0,232.0,19,1
248.0,3.0,12.0,2,2,0,1,0,0,2.0,35.0,19,1
248.0,3.0,33.0,2,2,0,2,0,0,2.0,9.0,19,1
248.0,12.0,39.0,2,0,0,2,1,1,7.0,2.0,19,1
249.0,6.0,39.0,2,2,0,2,1,1,305.0,2.0,19,1
249.0,11.0,17.0,2,2,0,2,0,0,29.0,11.0,19,1
249.0,0.0,16.0,2,0,0,2,1,1,32.0,43.0,19,1
250.0,12.0,18.0,2,2,0,2,1,1,1.0,2.0,19,1
250.0,9.0,27.0,2,0,0,2,1,1,259.0,303.0,15,1
250.0,0.0,4.0,2,0,0,2,1,1,131.0,27.0,19,1
251.0,1.0,9.0,2,0,0,2,0,0,43.0,1.0,19,1
252.0,1.0,9.0,2,0,0,1,1,0,25.0,336.0,19,1
253.0,2.0,17.0,2,2,0,2,1,1,102.0,2.0,19,1
253.0,0.0,8.0,2,2,0,2,0,0,90.0,34.0,19,1
253.0,28.0,39.0,2,2,0,2,1,1,90.0,2.0,19,1
253.0,0.0,12.0,2,0,0,1,0,0,2.0,35.0,19,1
253.0,0.0,9.0,2,0,0,2,1,0,2.0,61.0,19,1
253.0,1.0,16.0,2,0,0,1,1,1,2.0,174.0,19,1
254.0,4.0,16.0,2,0,0,1,0,0,63.0,232.0,19,1
255.0,6.0,8.0,2,2,0,2,0,0,7.0,78.0,19,1
255.0,0.0,17.0,2,0,0,2,1,1,263.0,2.0,19,1
256.0,2.0,9.0,2,2,0,0,0,0,10.0,40.0,19,1
256.0,0.0,8.0,2,0,0,1,0,0,60.0,1.0,19,1
256.0,4.0,9.0,2,0,0,2,0,0,60.0,1.0,19,1
257.0,1.0,17.0,2,2,0,2,0,0,23.0,11.0,19,1
257.0,4.0,8.0,2,2,0,2,0,0,23.0,6.0,19,1
257.0,14.0,39.0,2,0,0,2,1,1,97.0,2.0,19,1
258.0,0.0,8.0,2,2,0,2,0,0,47.0,78.0,19,1
258.0,13.0,16.0,2,0,0,1,0,0,64.0,232.0,19,1
258.0,9.0,22.0,2,0,0,1,1,1,64.0,65.0,19,1
259.0,3.0,17.0,2,2,0,2,1,0,49.0,98.0,19,1
259.0,1.0,26.0,2,0,0,2,0,0,144.0,30.0,19,1
259.0,7.0,33.0,2,2,0,2,0,0,56.0,9.0,19,1
259.0,9.0,16.0,2,2,0,2,1,0,174.0,44.0,19,1
259.0,34.0,39.0,2,2,0,2,1,1,215.0,2.0,19,1
259.0,9.0,17.0,2,0,0,2,0,0,40.0,11.0,19,1
260.0,6.0,17.0,2,2,0,2,0,0,22.0,11.0,19,1
260.0,21.0,39.0,2,2,0,2,1,1,210.0,2.0,19,1
260.0,4.0,26.0,2,0,0,2,0,0,152.0,30.0,19,1
261.0,2.0,17.0,2,2,0,2,0,0,46.0,11.0,19,1
261.0,0.0,9.0,2,0,0,2,0,0,57.0,9.0,19,1
261.0,15.0,17.0,2,0,0,1,1,1,13.0,551.0,19,1
261.0,3.0,10.0,2,0,0,1,0,0,94.0,86.0,19,1
262.0,1.0,8.0,2,2,0,1,0,0,54.0,1.0,19,1
262.0,9.0,16.0,2,0,0,2,1,1,88.0,43.0,19,1
263.0,16.0,24.0,2,2,0,2,1,1,222.0,2.0,19,1
264.0,4.0,16.0,2,2,0,2,1,1,14.0,43.0,19,1
265.0,11.0,27.0,2,2,0,2,1,1,13.0,303.0,15,1
267.0,0.0,8.0,2,2,0,1,0,0,31.0,271.0,19,1
267.0,4.0,17.0,2,2,0,2,0,0,31.0,11.0,19,1
267.0,0.0,4.0,2,0,0,0,0,0,8.0,204.0,19,1
267.0,10.0,16.0,2,0,0,1,0,0,8.0,232.0,19,1
268.0,4.0,30.0,2,0,0,0,0,0,56.0,15.0,19,1
268.0,0.0,17.0,2,0,0,2,1,0,47.0,98.0,19,1
269.0,3.0,17.0,2,2,0,2,1,1,232.0,2.0,19,1
270.0,10.0,27.0,2,2,0,2,1,1,110.0,303.0,15,1
270.0,0.0,22.0,2,0,0,1,1,1,22.0,65.0,19,1
270.0,1.0,22.0,2,0,0,1,1,1,22.0,65.0,19,1
270.0,6.0,16.0,2,0,0,1,0,0,35.0,232.0,19,1
271.0,3.0,26.0,2,0,0,2,0,0,137.0,30.0,19,1
271.0,3.0,17.0,2,0,0,2,0,0,47.0,11.0,19,1
272.0,4.0,18.0,2,0,0,2,1,1,12.0,2.0,19,1
272.0,4.0,6.0,2,0,0,2,1,1,107.0,2.0,19,1
273.0,7.0,18.0,2,2,0,2,1,1,196.0,2.0,19,1
273.0,0.0,12.0,2,0,0,1,1,1,1.0,3.0,19,1
273.0,0.0,12.0,2,0,0,1,1,1,1.0,296.0,19,1
273.0,13.0,24.0,2,0,0,2,1,1,1.0,2.0,19,1
273.0,1.0,4.0,2,0,0,0,0,0,1.0,204.0,19,1
273.0,2.0,12.0,2,0,0,1,0,0,1.0,35.0,19,1
273.0,27.0,39.0,2,0,0,2,1,1,166.0,2.0,19,1
273.0,29.0,39.0,2,0,0,2,1,1,166.0,2.0,19,1
274.0,7.0,16.0,2,0,0,1,0,0,45.0,232.0,19,1
274.0,6.0,18.0,2,0,0,2,1,1,11.0,2.0,19,1
275.0,0.0,4.0,2,2,0,1,0,0,57.0,40.0,19,1
275.0,5.0,17.0,2,2,0,2,1,1,292.0,2.0,19,1
275.0,2.0,39.0,2,0,0,2,1,1,292.0,2.0,19,1
275.0,3.0,18.0,2,0,0,2,1,1,169.0,2.0,19,1
275.0,6.0,16.0,2,0,0,2,1,1,115.0,43.0,19,1
277.0,2.0,9.0,2,2,0,1,0,0,7.0,322.0,19,1
277.0,0.0,9.0,2,0,0,2,0,0,21.0,1.0,19,1
278.0,0.0,33.0,2,2,0,2,0,0,26.0,9.0,19,1
278.0,3.0,9.0,2,2,0,2,0,0,26.0,1.0,19,1
280.0,1.0,8.0,2,2,0,2,0,0,8.0,6.0,19,1
280.0,5.0,17.0,2,2,0,2,0,0,59.0,11.0,19,1
281.0,1.0,16.0,2,0,0,2,1,1,36.0,43.0,19,1
281.0,6.0,15.0,2,1,0,2,0,0,95.0,30.0,19,1
282.0,33.0,39.0,2,0,0,2,1,1,190.0,2.0,19,1
283.0,1.0,4.0,2,0,0,2,0,0,39.0,135.0,19,1
284.0,18.0,39.0,2,2,0,2,1,1,171.0,2.0,19,1
284.0,1.0,9.0,2,2,0,2,1,1,50.0,119.0,15,1
285.0,2.0,9.0,2,2,0,2,0,0,69.0,13.0,19,1
285.0,10.0,12.0,2,2,0,1,0,0,241.0,86.0,19,1
285.0,32.0,39.0,2,2,0,2,1,1,241.0,2.0,19,1
286.0,0.0,30.0,2,0,0,0,0,0,57.0,15.0,19,1
286.0,20.0,39.0,2,0,0,2,1,1,99.0,2.0,19,1
288.0,0.0,8.0,2,0,0,2,0,0,33.0,6.0,19,1
288.0,10.0,17.0,2,0,0,2,1,1,33.0,2.0,19,1
288.0,1.0,15.0,2,0,0,2,0,0,153.0,30.0,19,1
291.0,8.0,18.0,2,2,0,2,1,1,176.0,2.0,19,1
292.0,17.0,39.0,2,2,0,2,1,1,221.0,2.0,19,1
292.0,14.0,16.0,2,0,0,2,1,1,91.0,43.0,19,1
292.0,2.0,18.0,2,0,0,2,1,1,91.0,2.0,19,1
292.0,26.0,39.0,2,0,0,2,1,1,219.0,2.0,19,1
292.0,5.0,12.0,2,0,0,1,0,0,219.0,86.0,19,1
293.0,0.0,5.0,2,2,0,2,1,1,175.0,36.0,19,1
293.0,1.0,11.0,2,2,0,1,1,0,175.0,281.0,19,1
293.0,1.0,12.0,2,2,0,2,0,0,175.0,1.0,19,1
293.0,2.0,42.0,2,2,0,1,0,0,175.0,170.0,19,1
293.0,2.0,9.0,2,2,0,2,1,0,175.0,61.0,19,1
293.0,3.0,16.0,2,2,0,1,1,1,175.0,174.0,19,1
293.0,0.0,4.0,2,2,0,1,0,0,11.0,217.0,19,1
293.0,1.0,12.0,2,2,0,1,1,1,11.0,3.0,19,1
295.0,17.0,24.0,2,0,0,2,1,1,9.0,2.0,19,1
296.0,1.0,39.0,2,0,0,2,1,1,275.0,2.0,19,1
296.0,5.0,10.0,2,0,0,1,0,0,275.0,86.0,19,1
297.0,4.0,9.0,2,0,0,0,0,0,46.0,40.0,19,1
298.0,11.0,16.0,2,2,0,2,1,1,64.0,43.0,19,1
299.0,0.0,39.0,2,0,0,2,1,1,186.0,2.0,19,1
301.0,5.0,39.0,2,0,0,2,1,1,128.0,2.0,19,1
301.0,7.0,10.0,2,0,0,1,0,0,128.0,86.0,19,1
301.0,1.0,8.0,2,2,0,0,1,0,58.0,3.0,19,1
301.0,0.0,8.0,2,2,0,2,0,0,98.0,34.0,19,1
301.0,36.0,39.0,2,2,0,2,1,1,98.0,2.0,19,1
303.0,6.0,24.0,2,2,0,2,1,1,3.0,2.0,19,1
303.0,7.0,11.0,2,2,0,1,0,0,3.0,64.0,19,1
303.0,6.0,15.0,2,0,0,2,0,0,180.0,30.0,19,1
304.0,3.0,39.0,2,2,0,2,1,1,182.0,2.0,19,1
304.0,7.0,27.0,2,2,0,2,1,1,189.0,303.0,15,1
304.0,7.0,9.0,2,0,0,2,0,0,54.0,9.0,19,1
307.0,0.0,4.0,2,2,0,1,1,1,49.0,11.0,19,1
307.0,0.0,8.0,2,0,0,2,0,0,53.0,6.0,19,1
307.0,2.0,17.0,2,0,0,2,1,0,53.0,14.0,19,1
307.0,2.0,8.0,2,0,0,2,0,0,53.0,6.0,19,1
307.0,28.0,30.0,2,0,0,2,1,0,53.0,281.0,19,1
308.0,2.0,15.0,2,0,0,2,0,0,190.0,30.0,19,1
308.0,13.0,16.0,2,0,0,2,1,1,111.0,43.0,19,1
310.0,3.0,8.0,2,0,0,2,0,0,165.0,52.0,19,1
312.0,1.0,8.0,2,2,0,2,0,0,58.0,78.0,19,1
312.0,2.0,4.0,2,2,0,0,0,0,58.0,204.0,19,1
312.0,16.0,39.0,2,2,0,2,1,1,246.0,2.0,19,1
314.0,1.0,17.0,2,0,0,2,1,1,186.0,2.0,19,1
314.0,3.0,16.0,2,0,0,1,0,0,34.0,232.0,19,1
316.0,7.0,16.0,2,2,0,2,1,1,107.0,43.0,19,1
317.0,9.0,15.0,2,0,0,2,0,0,183.0,30.0,19,1
318.0,6.0,12.0,2,2,0,1,0,0,138.0,35.0,19,1
319.0,5.0,27.0,2,2,0,2,0,0,143.0,30.0,19,1
319.0,9.0,18.0,2,2,0,2,1,1,181.0,2.0,19,1
319.0,1.0,8.0,2,0,0,2,0,0,133.0,34.0,19,1
319.0,5.0,18.0,2,0,0,2,1,1,133.0,2.0,19,1
322.0,0.0,8.0,2,2,0,0,1,0,61.0,3.0,19,1
322.0,0.0,9.0,2,0,0,1,1,0,82.0,336.0,19,1
328.0,5.0,15.0,2,0,0,2,0,0,182.0,30.0,19,1
329.0,0.0,22.0,2,0,0,1,1,1,56.0,65.0,19,1
329.0,2.0,22.0,2,0,0,1,1,1,56.0,65.0,19,1
330.0,2.0,8.0,2,0,0,2,0,0,108.0,52.0,19,1
330.0,3.0,25.0,2,2,0,2,1,1,132.0,303.0,15,1
331.0,11.0,18.0,2,0,0,2,1,1,256.0,2.0,19,1
335.0,2.0,30.0,2,0,0,0,0,0,53.0,15.0,19,1
340.0,6.0,39.0,2,2,0,2,1,1,198.0,2.0,19,1
341.0,13.0,16.0,2,2,0,2,1,0,138.0,44.0,19,1
343.0,0.0,17.0,2,2,0,2,1,1,53.0,1.0,14,1
343.0,7.0,9.0,2,2,0,0,0,0,53.0,40.0,19,1
351.0,3.0,24.0,2,0,0,2,1,1,218.0,2.0,19,1
351.0,5.0,11.0,2,0,0,1,1,0,218.0,281.0,19,1
355.0,18.0,24.0,2,2,0,2,1,1,281.0,2.0,19,1
375.0,11.0,26.0,2,0,0,2,0,0,164.0,30.0,19,1
382.0,0.0,16.0,0,1,0,1,1,1,3.0,174.0,19,1
392.0,0.0,8.0,2,2,0,2,1,0,264.0,51.0,19,1
394.0,35.0,39.0,2,0,0,2,1,1,186.0,2.0,19,1
398.0,1.0,3.0,2,2,0,0,0,0,193.0,58.0,19,1
398.0,8.0,24.0,2,2,0,2,1,1,193.0,2.0,19,1
398.0,9.0,11.0,2,2,0,1,0,0,193.0,64.0,19,1
400.0,4.0,16.0,0,1,0,1,1,1,3.0,174.0,19,1
403.0,12.0,26.0,2,2,0,2,0,0,154.0,30.0,19,1
411.0,4.0,17.0,2,0,0,2,1,1,242.0,2.0,19,1
427.0,0.0,26.0,2,0,0,2,0,0,168.0,30.0,19,1
478.0,2.0,7.0,2,2,0,1,0,0,62.0,1.0,19,1
512.0,11.0,39.0,2,2,0,2,1,1,204.0,2.0,19,1
586.0,0.0,22.0,0,1,0,1,1,1,22.0,65.0,19,1
596.0,14.0,16.0,2,2,0,1,0,0,63.0,232.0,19,1
607.0,8.0,22.0,0,1,0,1,1,1,23.0,65.0,19,1
72.0,3.0,39.0,2,0,0,2,1,1,332.0,2.0,19,1
75.0,4.0,12.0,2,0,0,1,0,0,401.0,35.0,19,1
75.0,12.0,39.0,2,0,0,2,1,1,361.0,2.0,19,1
759.0,0.0,5.0,0,1,0,2,1,1,1.0,326.0,19,1
76.0,4.0,24.0,2,2,0,2,1,1,351.0,2.0,19,1
76.0,5.0,11.0,2,2,0,1,0,0,351.0,64.0,19,1
76.0,6.0,11.0,2,2,0,1,1,0,351.0,281.0,19,1
78.0,17.0,39.0,2,2,0,2,1,1,397.0,2.0,19,1
789.0,0.0,6.0,2,2,0,2,1,0,272.0,51.0,19,1
79.0,28.0,39.0,2,2,0,2,1,1,325.0,2.0,19,1
79.0,7.0,12.0,2,2,0,1,0,0,325.0,86.0,19,1
817.0,4.0,22.0,0,1,0,1,1,1,23.0,65.0,19,1
82.0,0.0,12.0,2,2,0,1,0,0,332.0,86.0,19,1
82.0,21.0,39.0,2,2,0,2,1,1,332.0,2.0,19,1
82.0,9.0,12.0,2,2,0,1,0,0,332.0,35.0,19,1
82.0,5.0,24.0,2,0,0,2,1,1,362.0,2.0,19,1
82.0,6.0,11.0,2,0,0,1,0,0,362.0,64.0,19,1
82.0,7.0,11.0,2,0,0,1,1,0,362.0,281.0,19,1
83.0,21.0,24.0,2,0,0,2,1,1,378.0,2.0,19,1
84.0,22.0,24.0,2,1,0,2,1,1,336.0,2.0,19,1
86.0,27.0,39.0,2,2,0,2,1,1,390.0,2.0,19,1
86.0,6.0,12.0,2,2,0,1,0,0,390.0,86.0,19,1
86.0,24.0,39.0,2,0,0,2,1,1,365.0,2.0,19,1
86.0,3.0,12.0,2,0,0,1,0,0,365.0,86.0,19,1
88.0,20.0,39.0,2,2,0,2,1,1,350.0,2.0,19,1
89.0,25.0,39.0,2,2,0,2,1,1,349.0,2.0,19,1
89.0,0.0,15.0,2,0,0,1,1,1,356.0,170.0,19,1
89.0,7.0,24.0,2,0,0,2,1,1,356.0,2.0,19,1
89.0,8.0,11.0,2,0,0,1,0,0,356.0,64.0,19,1
89.0,33.0,39.0,2,1,0,2,1,1,353.0,2.0,19,1
90.0,0.0,13.0,2,0,0,1,1,1,188.0,170.0,19,1
90.0,4.0,11.0,2,0,0,1,1,0,188.0,281.0,19,1
90.0,4.0,12.0,2,0,0,2,0,0,188.0,1.0,19,1
90.0,6.0,9.0,2,0,0,2,1,0,188.0,61.0,19,1
91.0,7.0,39.0,2,2,0,2,1,1,332.0,2.0,19,1
91.0,14.0,24.0,2,0,0,2,1,1,351.0,2.0,19,1
91.0,20.0,24.0,2,0,0,2,1,1,374.0,2.0,19,1
92.0,11.0,24.0,2,2,0,2,1,1,347.0,2.0,19,1
92.0,13.0,18.0,2,0,0,2,1,1,343.0,2.0,19,1
92.0,27.0,39.0,2,0,0,2,1,1,379.0,2.0,19,1
94.0,24.0,39.0,2,2,0,2,1,1,384.0,2.0,19,1
95.0,13.0,39.0,2,0,0,2,1,1,377.0,2.0,19,1
96.0,16.0,39.0,2,2,0,2,1,1,390.0,2.0,19,1
96.0,2.0,10.0,2,0,0,1,0,0,343.0,86.0,19,1
96.0,36.0,39.0,2,0,0,2,1,1,343.0,2.0,19,1
97.0,30.0,39.0,2,2,0,2,1,1,386.0,2.0,19,1
97.0,7.0,12.0,2,0,0,1,0,0,345.0,35.0,19,1
98.0,2.0,39.0,2,2,0,2,1,1,370.0,2.0,19,1
98.0,6.0,10.0,2,2,0,1,0,0,370.0,86.0,19,1
98.0,15.0,24.0,2,0,0,2,1,1,396.0,2.0,19,1
101.0,1.0,6.0,2,0,0,2,1,1,351.0,26.0,19,1
101.0,10.0,15.0,2,0,0,1,1,0,386.0,250.0,19,1
101.0,23.0,47.0,2,0,0,1,1,0,386.0,303.0,19,1
103.0,11.0,22.0,2,2,0,2,1,0,333.0,1.0,19,1
103.0,2.0,8.0,2,2,0,1,0,0,333.0,210.0,13,1
103.0,9.0,47.0,2,2,0,1,1,0,333.0,303.0,19,1
105.0,0.0,9.0,2,2,0,2,1,0,285.0,52.0,19,1
107.0,3.0,13.0,2,2,0,2,1,0,337.0,30.0,19,1
107.0,3.0,5.0,2,2,0,2,1,1,337.0,26.0,19,1
108.0,41.0,47.0,2,0,0,1,1,0,391.0,303.0,19,1
110.0,17.0,47.0,2,2,0,1,1,0,378.0,303.0,19,1
110.0,19.0,22.0,2,2,0,2,1,0,378.0,1.0,19,1
119.0,11.0,15.0,2,0,0,1,1,0,300.0,250.0,19,1
119.0,24.0,47.0,2,0,0,1,1,0,300.0,303.0,19,1
119.0,4.0,12.0,2,0,0,2,1,1,300.0,26.0,19,1
120.0,4.0,13.0,2,2,0,2,1,0,293.0,30.0,19,1
121.0,21.0,47.0,2,0,0,1,1,0,313.0,303.0,19,1
129.0,10.0,24.0,2,0,0,2,1,1,324.0,35.0,19,1
129.0,10.0,47.0,2,0,0,1,1,0,324.0,303.0,19,1
129.0,12.0,22.0,2,0,0,2,1,0,324.0,1.0,19,1
133.0,0.0,12.0,2,0,0,2,1,1,296.0,26.0,19,1
133.0,2.0,12.0,2,0,0,2,1,1,296.0,26.0,19,1
133.0,36.0,47.0,2,0,0,1,1,0,296.0,303.0,19,1
134.0,14.0,22.0,2,2,0,2,1,1,289.0,3.0,19,1
137.0,2.0,6.0,2,2,0,2,1,1,386.0,26.0,19,1
137.0,39.0,47.0,2,2,0,1,1,0,386.0,303.0,19,1
139.0,12.0,22.0,2,2,0,2,1,1,300.0,3.0,19,1
148.0,29.0,47.0,2,2,0,1,1,0,312.0,303.0,19,1
160.0,12.0,15.0,2,0,0,1,1,0,108.0,250.0,19,1
160.0,26.0,47.0,2,0,0,1,1,0,108.0,303.0,19,1
170.0,6.0,10.0,2,2,0,1,0,0,54.0,493.0,19,1
176.0,1.0,9.0,2,0,0,2,0,0,43.0,75.0,19,1
180.0,0.0,22.0,2,0,0,2,0,0,242.0,68.0,19,1
180.0,0.0,47.0,2,0,0,1,1,0,242.0,303.0,19,1
180.0,1.0,10.0,2,0,0,1,1,0,242.0,41.0,19,1
180.0,2.0,10.0,2,0,0,0,0,0,242.0,40.0,19,1
180.0,2.0,11.0,2,0,0,0,0,0,242.0,32.0,19,1
180.0,2.0,5.0,2,0,0,0,0,0,242.0,4.0,19,1
180.0,2.0,6.0,2,0,0,0,0,0,242.0,1.0,19,1
180.0,2.0,6.0,2,0,0,1,0,0,242.0,1.0,19,1
180.0,2.0,9.0,2,0,0,2,0,0,242.0,1.0,19,1
180.0,3.0,6.0,2,0,0,2,0,0,242.0,108.0,19,1
182.0,3.0,9.0,2,0,0,1,1,0,7.0,310.0,19,1
186.0,2.0,9.0,2,2,0,2,1,1,30.0,97.0,19,1
191.0,1.0,9.0,2,0,0,1,0,0,18.0,233.0,19,1
192.0,1.0,10.0,2,0,0,1,1,1,51.0,9.0,19,1
192.0,1.0,12.0,2,0,0,1,1,1,51.0,484.0,19,1
192.0,6.0,10.0,2,0,0,1,1,1,37.0,9.0,19,1
193.0,7.0,13.0,2,2,0,2,1,0,109.0,30.0,19,1
193.0,0.0,10.0,2,0,0,1,1,1,44.0,9.0,19,1
193.0,1.0,10.0,2,0,0,1,0,0,31.0,493.0,19,1
197.0,8.0,13.0,2,2,0,2,1,0,89.0,30.0,19,1
198.0,4.0,33.0,2,2,0,1,0,0,7.0,4.0,19,1
198.0,1.0,4.0,2,0,0,0,1,0,23.0,105.0,19,1
199.0,0.0,4.0,2,0,0,0,1,1,60.0,48.0,19,1
199.0,0.0,9.0,2,0,0,2,0,0,7.0,75.0,19,1
201.0,1.0,8.0,2,0,0,1,0,0,106.0,61.0,19,1
202.0,8.0,10.0,2,2,0,1,0,0,22.0,493.0,19,1
202.0,6.0,12.0,2,0,0,2,1,1,276.0,26.0,19,1
202.0,7.0,12.0,2,0,0,2,1,1,276.0,26.0,19,1
202.0,0.0,8.0,2,0,0,2,0,0,30.0,12.0,19,1
203.0,2.0,10.0,2,0,0,1,0,0,4.0,493.0,19,1
204.0,4.0,9.0,2,2,0,1,1,0,2.0,310.0,19,1
206.0,4.0,9.0,2,2,0,2,0,0,30.0,75.0,19,1
207.0,5.0,9.0,2,0,0,1,1,0,54.0,310.0,19,1
208.0,4.0,31.0,2,2,0,1,1,0,83.0,303.0,19,1
210.0,19.0,22.0,2,2,0,2,1,1,291.0,3.0,19,1
212.0,3.0,10.0,2,2,0,1,0,0,56.0,493.0,19,1
212.0,1.0,4.0,2,0,0,2,0,0,26.0,1.0,19,1
212.0,5.0,8.0,2,0,0,1,0,0,26.0,235.0,19,1
213.0,4.0,16.0,2,2,0,2,1,0,46.0,13.0,19,1
214.0,12.0,16.0,2,0,0,2,1,0,75.0,13.0,19,1
215.0,2.0,10.0,2,2,0,1,1,1,43.0,9.0,19,1
215.0,7.0,10.0,2,0,0,1,1,1,42.0,9.0,19,1
215.0,5.0,31.0,2,0,0,2,1,1,63.0,6.0,19,1
217.0,13.0,16.0,2,0,0,2,1,0,5.0,13.0,19,1
219.0,3.0,33.0,2,2,0,1,0,0,54.0,4.0,19,1
220.0,31.0,47.0,2,2,0,1,1,0,81.0,303.0,19,1
220.0,3.0,10.0,2,2,0,1,1,1,54.0,9.0,19,1
220.0,0.0,22.0,2,0,0,2,1,1,181.0,3.0,19,1
221.0,4.0,31.0,2,2,0,2,1,1,57.0,6.0,19,1
221.0,0.0,4.0,2,2,0,0,1,0,19.0,105.0,19,1
222.0,10.0,13.0,2,2,0,2,1,1,116.0,3.0,19,1
222.0,9.0,31.0,2,0,0,2,1,1,50.0,6.0,19,1
